,title,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,vote_average,vote_count,poster_path,return,genre_1,genre_2
4494,Excalibur,en,"A surreal adaptation of Sir Thomas Malory's ""Le Morte d'Arthur"" chronicling Arthur Pendragon's conception his rise to the throne the search by his Knights of the Round Table for the Holy Grail and ultimately his death.",22.194,Other,1981-04-10,11000000.0,34967437.0,140.0,6.985,827.0,/cTWF6zkr5mUOnheowKODIijWYcN.jpg,3.178857909090909,Adventure,Fantasy
4496,Patriots Day,en,In the aftermath of an unspeakable act of terror Police Sergeant Tommy Saunders joins courageous survivors first responders and investigators in a race against the clock to hunt down the Boston Marathon bombers before they strike again.,22.187,Other,2016-12-12,45000000.0,50548152.0,133.0,7.0,2276.0,/mIDxsJTrOC7NhgOo3GziiHyKfsQ.jpg,1.1232922666666667,Action,Crime
4501,Marie Antoinette,en,A retelling of France's iconic but ill-fated queen Marie Antoinette from her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles.,22.176,Other,2006-05-24,40000000.0,60917189.0,123.0,6.661,2336.0,/cybXGmv8Rjd5Os8Xml6YxMBQ0Zt.jpg,1.522929725,Drama,History
4502,Killer Klowns from Outer Space,en,Aliens disguised as clowns crash land on Earth in a rural town to capture unsuspecting victims in cotton candy cocoons for later consumption.,22.174,Other,1988-05-27,2000000.0,43625095.0,88.0,6.4,759.0,/gkgqtr2weef0sUM3k1mFe52iola.jpg,21.8125475,Comedy,Horror
4503,Lock Up,en,Frank Leone is nearing the end of his prison term for a relatively minor crime. Just before he is paroled however Warden Drumgoole takes charge. Drumgoole was assigned to a hell-hole prison after his administration was publicly humiliated by Leone and has now arrived on the scene to ensure that Leone never sees the light of day.,22.169,Other,1989-08-04,24000000.0,22099847.0,115.0,6.8,984.0,/WihoHaU9yvhhdoSqDAhiIlNN8g.jpg,0.9208269583333333,Action,Crime
4504,Operation Mekong,zh,Chinese narco-cops take their mission to the Golden Triangle following the Mekong River massacre of innocent fishermen by the region's drug lord.,22.168,Other,2016-09-30,30200000.0,173000000.0,124.0,7.029,204.0,/wghFabaZgRorsMQWuPtKUlzq4W1.jpg,5.728476821192053,Action,Adventure
4506,The Admiral: Roaring Currents,ko,The film mainly follows the famous 1597 Battle of Myeongryang during the Japanese invasion of Korea 1592-1598 where the iconic Joseon admiral Yi Sun-sin managed to destroy a total of 133 Japanese warships with only 13 ships remaining in his command. The battle which took place in the Myeongryang Strait off the southwest coast of the Korean Peninsula is considered one of the greatest victories of Yi.,22.159,Other,2014-07-30,9500000.0,112156811.0,126.0,7.1,232.0,/uucS3l4VCulOCsI9wDQit8sImdQ.jpg,11.805980105263158,War,Action
4509,A Bronx Tale,en,Set in the Bronx during the tumultuous 1960s an adolescent boy is torn between his honest working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.,22.149,Other,1993-09-14,10000000.0,17287898.0,121.0,7.8,1836.0,/sDbO6LmLYtyqAoFTPpRcMgPSCEO.jpg,1.7287898,Drama,Crime
4513,Maid in Manhattan,en,Marisa Ventura is a struggling single mom who works at a posh Manhattan hotel and dreams of a better life for her and her young son. One fateful day hotel guest and senatorial candidate Christopher Marshall meets Marisa and mistakes her for a wealthy socialite. After an enchanting evening together the two fall madly in love. But when Marisa's true identity is revealed issues of class and social status threaten to separate them. Can two people from very different worlds overcome their differences and live happily ever after?,22.134,Other,2002-12-13,55000000.0,154906693.0,105.0,6.1,1669.0,/a0xOVDKEWW1nyArKFS3Fg1b4PsE.jpg,2.8164853272727273,Comedy,Drama
4514,The Manchurian Candidate,en,Years after his squad was ambushed during the Gulf War Major Ben Marco finds himself having terrible nightmares. He begins to doubt that his fellow squad-mate Sergeant Raymond Shaw now a vice-presidential candidate is the hero he remembers him being. As Marco's doubts deepen Shaw's political power grows and when Marco finds a mysterious implant embedded in his back the memory of what really happened begins to return.,22.129,Other,2004-07-30,80000000.0,96105964.0,129.0,6.447,1303.0,/4xEWtEbKK2EXMZ8UPff8hDCSiVW.jpg,1.20132455,Drama,Thriller
4515,The Man Who Shot Liberty Valance,en,A senator who became famous for killing a notorious outlaw returns for the funeral of an old friend and tells the truth about his deed.,22.128,Other,1962-04-15,3200000.0,8000000.0,123.0,7.8,914.0,/4C1R0LEivLjbv3swAzJfzh0tzXl.jpg,2.5,Western,
4518,The Forest,en,Set in the Aokigahara Forest a real-life place in Japan where people go to end their lives. Against this backdrop a young American woman comes in search of her twin sister who has mysteriously disappeared.,22.116,Other,2016-01-07,10000000.0,37608299.0,95.0,5.2,1582.0,/1TohqCqMbaiuRLJPrPW0vnQP3lE.jpg,3.7608299,Horror,Thriller
4521,Apollo 13,en,The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970 risking the lives of astronaut Jim Lovell and his crew with the failed journey turning into a thrilling saga of heroism. Drifting more than 200000 miles from Earth the astronauts work furiously with the ground crew to avert tragedy.,22.112,Other,1995-06-30,52000000.0,355237933.0,140.0,7.4,4800.0,/oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg,6.831498711538462,History,Drama
4522,Pokémon: The First Movie,ja,After a scientific experiment leads to the creation of a Mew clone he sets out to destroy the world.,22.108,Other,1998-07-18,30000000.0,163644662.0,85.0,6.9,1247.0,/3m1kyUksL3vf4anbYMbLUWXTb3W.jpg,5.454822066666667,Animation,Family
4524,Where Eagles Dare,en,World War II is raging and an American general has been captured and is being held hostage in the Schloss Adler a Bavarian castle that's nearly impossible to breach. It's up to a group of skilled Allied soldiers to liberate the general before it's too late.,22.085,Other,1968-12-04,7700000.0,21000000.0,155.0,7.6,736.0,/dnyiVS4Ad4w4rfS4Bm1YalEdonx.jpg,2.727272727272727,Action,Adventure
4527,Gulliver's Travels,en,Travel writer Lemuel Gulliver takes an assignment in Bermuda but ends up on the island of Liliput where he towers over its tiny citizens.,22.074,Other,2010-12-23,112000000.0,237382724.0,85.0,5.177,2111.0,/tazLyiF4q2w07jXjg4z4CQZgvY.jpg,2.1194886071428574,Family,Comedy
4528,Dragon Blade,zh,Huo An the commander of the Protection Squad of the Western Regions was framed by evil forces and becomes enslaved. On the other hand a Roman general escapes to China after rescuing the Prince. The heroic duo meet in the Western Desert and a thrilling story unfolds.,22.071,Other,2015-02-19,65000000.0,121545703.0,127.0,6.334,482.0,/suTAWYLIHAnkH2V4nC8t3AG7HjR.jpg,1.8699338923076922,Adventure,History
4531,Up in the Air,en,Corporate downsizing expert Ryan Bingham spends his life in planes airports and hotels but just as he’s about to reach a milestone of ten million frequent flyer miles he meets a woman who causes him to rethink his transient life.,22.061,Other,2009-09-05,25000000.0,166842739.0,110.0,6.8,3177.0,/wZRNEkDxVDNNVaCPN7jKziMHmk5.jpg,6.67370956,Drama,Romance
4534,Solomon and Sheba,en,Under the rule of King David Israel is united and prosperous although surrounded by enemies including Egypt and its allies. The aging King David favors his younger son Solomon as his successor but David's  elder son Prince Adonijah a warrior declares himself King. When David learns of this he publicly announces Solomon to be his successor. Adonijah and Joab his general withdraw in rage. Israel prospers under King Solomon's wise and benevolent rule and is seen as a threat to more tyrannical monarchs in the region. The Pharaoh of Egypt agrees to cede a Red Sea port to the Queen of Sheba in a plot to undermine Solomon's rule. Sheba is to seduce Solomon and introduce Sheban pagan worship into Jerusalem. Meanwhile Prince Adonijah now banished also conspires with Pharaoh and is given an army to defeat Solomon. The film is a highly fictionalized dramatization of events depicted in The Bible -- First Kings chapter 10 and Second Chronicles chapter 9.,22.058,Other,1959-12-25,5000000.0,12200000.0,139.0,6.3,62.0,/sQPLRT014vOADFyvh54TpXFyBPZ.jpg,2.44,History,Romance
4535,Cheaper by the Dozen 2,en,Steve Martin and Bonnie Hunt return as heads of the Baker family who while on vacation find themselves in competition with a rival family of eight children headed by Eugene Levy,22.05,Other,2005-12-21,60000000.0,129181830.0,94.0,6.1,1786.0,/wD68dEtcKuboxd8bhbqiTTxn6cX.jpg,2.1530305,Comedy,Family
4543,Night of the Living Dead,en,In this remake of the classic 1968 film a group of people are trapped inside a farmhouse as legions of the walking dead try to get inside and use them for food.,22.027,Other,1990-10-19,4200000.0,5835247.0,88.0,6.8,713.0,/isp4lCv08asTPNvv8Xe8oQK293n.jpg,1.389344523809524,Horror,Thriller
4546,Downsizing,en,A kindly occupational therapist undergoes a new procedure to be shrunken to four inches tall so that he and his wife can help save the planet and afford a nice lifestyle at the same time.,22.022,Other,2017-12-22,68000000.0,55003890.0,135.0,5.303,3295.0,/l7iJoJBoP046hWyeeC2CQ6knOeK.jpg,0.8088807352941176,Comedy,Drama
4550,Shortbus,en,A group of New Yorkers caught up in their romantic/sexual milieu converge at Shortbus an underground Brooklyn salon infamous for its blend of art music politics and carnality and loosely inspired by various underground NYC gatherings that took place in the early 2000s. Here gay couple Jamie and James meet Ceth a young ex-model and aspiring singer.,22.016,Other,2006-10-04,2000000.0,5179037.0,101.0,6.368,413.0,/s8QBrWgpZpYrySSyTQ0xbFLPKrS.jpg,2.5895185,Romance,Drama
4552,Tequila Sunrise,en,In a seaside California town best friends Mac and Nick are on opposite sides of the law. Mac is a former drug dealer trying to clean up his act while Nick is a high-profile detective trying to take down a Mexican drug lord named Carlos. Soon Nick's loyalties are put to the test when he begins an affair with restaurateur Jo Ann  -- a love interest of Mac's -- unwittingly leading his friend into a police-orchestrated trap.,22.009,Other,1988-12-02,23000000.0,105900000.0,115.0,6.057,409.0,/8LoG0GL5N5e7zvvXezwwGnUfRHL.jpg,4.604347826086957,Crime,Romance
4553,Striptease,en,Bounced from her job Erin Grant needs money if she's to have any chance of winning back custody of her child. But eventually she must confront the naked truth: to take on the system she'll have to take it all off. Erin strips to conquer but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips including blackmail and murder.,22.006,Other,1996-06-28,50000000.0,113309743.0,115.0,5.584,925.0,/edkpT3vgjEjVrF461AbIwZgkvC7.jpg,2.26619486,Comedy,Crime
4561,Hostage,en,When a mafia accountant is taken hostage on his beat a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff even as his own family is held captive by the mob.,21.983,Other,2005-03-10,52000000.0,77944725.0,113.0,6.34,1416.0,/vjhLmtjO2pMQXRgkxcwZoq2Ma8n.jpg,1.4989370192307692,Action,Thriller
4564,The Running Man,en,By 2017 the global economy has collapsed and U.S. society has become a totalitarian police state censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives including the gladiator-style The Running Man hosted by the ruthless Damon Killian where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.,21.973,Other,1987-02-17,27000000.0,38122105.0,101.0,6.521,1936.0,/GTAUOhO4BN0peJVvxGEQydJvUO.jpg,1.4119298148148147,Action,Science Fiction
4565,The Loft,en,For five men the opportunity to share a penthouse in the city -- in which to carry on extramarital affairs -- is a dream come true until the dead body of an unknown woman turns up. Realizing that her killer must be one of their group the men are gripped by paranoia as each one suspects another. Friendships are tested loyalties are questioned and marriages crumble while fear and suspicion run rampant.,21.97,Other,2014-10-14,14000000.0,10076790.0,108.0,6.4,1286.0,/zj0Hyaj4l0paZ9Ls5Y9K3LctZLI.jpg,0.7197707142857143,Thriller,
4566,Step Brothers,en,Brennan Huff and Dale Doback might be grown men. But that doesn't stop them from living at home and turning into jealous competitive stepbrothers when their single parents marry. Brennan's constant competition with Dale strains his mom's marriage to Dale's dad leaving everyone to wonder whether they'll ever see eye to eye.,21.965,Other,2008-07-25,65000000.0,128107642.0,98.0,6.558,2688.0,/jV0eDViuTRf9cmj4H0JNvbvaNbR.jpg,1.9708868,Comedy,
4567,Thumbelina,en,The tiny girl meets a fairy prince who saves her from the creatures of the woods.,21.963,Other,1994-03-29,28000000.0,11373501.0,86.0,6.5,430.0,/eBvSSfwAKgcjF4eyaeNSzTCpfaF.jpg,0.40619646428571426,Animation,Family
4570,Red Sparrow,en,Prima ballerina Dominika Egorova faces a bleak and uncertain future after she suffers an injury that ends her career. She soon turns to Sparrow School a secret intelligence service that trains exceptional young people to use their minds and bodies as weapons. Dominika emerges as the most dangerous Sparrow after completing the sadistic training process. As she comes to terms with her new abilities she meets a CIA agent who tries to convince her that he is the only person she can trust.,21.956,Other,2018-02-28,69000000.0,151572634.0,140.0,6.522,5396.0,/vLCogyfQGxVLDC1gqUdNAIkc29L.jpg,2.1967048405797103,Mystery,Thriller
4573,Valkyrie,en,Wounded in Africa during World War II Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player he finds himself tasked with both leading the coup and personally killing the Führer.,21.944,Other,2008-12-25,75000000.0,200276000.0,121.0,6.9,3218.0,/8eoRtXswC8IQDsqW7iJWO56NhAv.jpg,2.6703466666666666,Drama,Thriller
